tweet_id,retweet_count,favorite_count,geo_data,lang_data
791672322847637504,2932,11162,None,en
791406955684368384,3862,12497,None,en
791312159183634433,2369,8330,None,en
791026214425268224,3822,0,None,en
790987426131050500,1992,9316,None,en
790946055508652032,4396,15878,None,en
790723298204217344,2148,0,None,en
790698755171364864,1809,7811,None,en
790581949425475584,6656,19589,None,en
790337589677002753,1770,7426,None,en
790277117346975746,2960,11917,None,en
790227638568808452,3316,0,None,en
789986466051088384,2148,8813,None,en
789960241177853952,3841,0,None,en
789903600034189313,3889,9799,None,en
789628658055020548,1652,7088,None,en
789599242079838210,1797,6387,None,en
789530877013393408,3162,11098,None,en
789314372632018944,2141,8204,None,en
789280767834746880,4594,0,None,en
789268448748703744,2450,8672,None,en
789137962068021249,2610,9232,None,en
788908386943430656,11723,26101,None,en
788765914992902144,9674,25933,None,en
788552643979468800,6672,0,None,en
788412144018661376,4934,14744,None,en
788178268662984705,1981,6909,None,en
788150585577050112,1202,5806,None,en
788070120937619456,3217,0,None,en
788039637453406209,1231,5803,None,en
787810552592695296,2844,8165,None,en
787717603741622272,2589,9716,None,en
787397959788929025,2670,10346,None,en
787322443945877504,1628,7406,None,en
787111942498508800,6302,0,None,en
786963064373534720,7441,25307,None,en
786729988674449408,2277,0,None,en
786709082849828864,5738,17382,None,en
786664955043049472,2368,10060,None,en
786595970293370880,2922,8991,None,en
786363235746385920,3223,10291,None,en
786286427768250368,2651,7568,None,en
786233965241827333,4385,14422,None,en
786051337297522688,148,1355,None,en
786036967502913536,6507,0,None,en
785927819176054784,2993,10825,None,en
785872687017132033,1674,6352,None,en
785639753186217984,2106,7465,None,en
785533386513321988,1843,8604,None,en
785515384317313025,1166,5795,None,en
785264754247995392,1520,6913,None,en
785170936622350336,4505,11388,None,en
784826020293709826,3013,9585,None,en
784517518371221505,2369,8504,None,en
784431430411685888,1184,5451,None,en
784183165795655680,7484,18982,None,en
784057939640352768,10371,28137,None,en
783839966405230592,10059,28423,None,en
783821107061198850,1830,6996,None,en
783695101801398276,2992,9882,None,en
783466772167098368,2077,7990,None,en
783391753726550016,5099,16014,None,en
783347506784731136,5151,0,None,en
783334639985389568,10894,27520,None,en
783085703974514689,2022,7743,None,en
782969140009107456,6898,22841,None,en
782747134529531904,1319,7077,None,en
782722598790725632,5021,16312,None,en
782598640137187329,1768,7388,None,en
782305867769217024,5131,15728,None,en
782021823840026624,5744,0,None,en
781955203444699136,3141,10580,None,en
781661882474196992,2529,9889,None,en
781655249211752448,1053,3788,None,en
781524693396357120,5150,19606,None,en
781308096455073793,2385,6755,None,en
781251288990355457,1931,7926,None,en
781163403222056960,2584,9284,None,en
780931614150983680,6755,20503,None,en
780858289093574656,1868,6810,None,en
780800785462489090,1202,5197,None,en
780601303617732608,3127,11435,None,en
780543529827336192,1628,5954,None,en
780496263422808064,3428,0,None,en
780476555013349377,103,0,None,en
780459368902959104,1005,5002,None,en
780192070812196864,2091,8224,None,en
780092040432480260,2139,0,None,en
780074436359819264,4576,11436,None,en
779834332596887552,6507,17776,None,en
779377524342161408,2892,8262,None,en
779124354206535695,17038,0,None,en
779056095788752897,4215,13914,None,en
778990705243029504,6663,18766,None,en
778774459159379968,9165,0,None,en
778764940568104960,338,823,None,en
778748913645780993,1208,6466,None,en
778650543019483137,1393,5429,None,en
778624900596654080,943,4346,None,en
778408200802557953,4011,12876,None,en
778396591732486144,11350,0,None,en
778383385161035776,1019,5508,None,en
778286810187399168,3065,9747,None,en
778039087836069888,2469,7997,None,en
778027034220126208,1494,6203,None,en
777953400541634568,3273,0,None,en
777885040357281792,1517,6000,None,en
777684233540206592,2728,10632,None,en
777641927919427584,3924,0,None,en
777621514455814149,2344,8229,None,en
777189768882946048,3988,13336,None,en
776819012571455488,12619,0,None,en
776813020089548800,1114,4608,None,en
776477788987613185,2562,8256,None,en
776249906839351296,8474,0,None,en
776218204058357768,14746,28130,None,en
776201521193218049,2337,9035,None,en
776113305656188928,4030,11128,None,en
776088319444877312,141,1717,None,en
775898661951791106,15549,0,None,en
775842724423557120,2466,11045,None,en
775733305207554048,3703,13094,None,en
775729183532220416,4282,12282,None,en
775364825476165632,2717,6953,None,en
775350846108426240,3629,9588,None,en
775085132600442880,4376,14635,None,en
774757898236878852,1656,8142,None,en
774639387460112384,1616,6368,None,en
774314403806253056,5095,20564,None,en
773985732834758656,3589,10174,None,en
773922284943896577,1629,6064,None,en
773704687002451968,1498,6242,None,en
773670353721753600,1225,5060,None,en
773547596996571136,5700,20838,None,en
773336787167145985,4677,0,None,en
773308824254029826,6955,21999,None,en
773247561583001600,3008,8891,None,en
773191612633579521,3809,9401,None,en
772877495989305348,3581,8055,None,en
772826264096874500,2212,7574,None,en
772615324260794368,3122,0,None,en
772581559778025472,1588,6118,None,en
772193107915964416,1291,5686,None,en
772152991789019136,1054,3596,None,en
772117678702071809,688,3556,None,en
772114945936949249,440,2585,None,en
772102971039580160,866,3777,None,en
771908950375665664,1758,6195,None,en
771770456517009408,3143,11298,None,en
771500966810099713,2423,7782,None,en
771380798096281600,4677,9925,None,en
771171053431250945,6903,0,None,en
771136648247640064,2711,8618,None,en
771102124360998913,1337,5869,None,en
771014301343748096,1539,6492,None,en
770787852854652928,1105,4625,None,en
770772759874076672,1328,4894,None,en
770655142660169732,1670,6933,None,en
770414278348247044,1928,5952,None,en
770293558247038976,1357,5859,None,en
770093767776997377,2818,0,None,en
770069151037685760,2127,7153,None,en
769940425801170949,8843,29322,None,en
769695466921623552,1564,6050,None,en
769335591808995329,7134,0,None,en
769212283578875904,1601,5089,None,en
768970937022709760,6006,13417,None,en
768909767477751808,2444,0,None,en
768855141948723200,827,3940,None,en
768609597686943744,1099,3864,None,en
768596291618299904,1189,4739,None,en
768554158521745409,5390,0,None,en
768473857036525572,3163,12787,None,en
768193404517830656,3273,10205,None,en
767884188863397888,1266,4474,None,en
767754930266464257,4964,15001,None,en
767500508068192258,2152,7066,None,en
767191397493538821,3481,11552,None,en
767122157629476866,2652,9562,None,en
766793450729734144,1260,4755,None,en
766714921925144576,348,2466,None,en
766693177336135680,730,3801,None,en
766423258543644672,1458,5648,None,en
766313316352462849,1735,6349,None,en
766078092750233600,2424,0,None,en
766069199026450432,778,3954,None,en
766008592277377025,461,3544,None,en
765719909049503744,1997,6812,None,en
765669560888528897,1133,4860,None,en
765395769549590528,3119,25139,None,en
765371061932261376,2007,6686,None,en
765222098633691136,3122,10943,None,en
