892420643555336193,7009,33809,None,en
892177421306343426,5301,29332,None,en
891815181378084864,3481,22052,None,en
891689557279858688,7225,36937,None,en
891327558926688256,7760,35311,None,en
891087950875897856,2602,17811,None,en
890971913173991426,1663,10363,None,en
890729181411237888,15752,56866,None,en
890609185150312448,3620,24522,None,en
890240255349198849,6098,27959,None,en
890006608113172480,6153,27032,None,en
889880896479866881,4166,24566,None,en
889665388333682689,8349,42058,None,en
889638837579907072,3715,23673,None,en
889531135344209921,1881,13354,None,en
889278841981685760,4443,22118,None,en
888917238123831296,3761,25640,None,en
888804989199671297,3535,22444,None,en
888554962724278272,2877,17316,None,en
888078434458587136,2892,19149,None,en
887705289381826560,4533,26626,None,en
887517139158093824,9853,40721,None,en
887473957103951883,15025,60194,None,en
887343217045368832,8814,29588,None,en
887101392804085760,4990,26981,None,en
886983233522544640,6318,30381,None,en
886736880519319552,2632,10501,None,en
886680336477933568,3735,19736,None,en
886366144734445568,2629,18547,None,en
886267009285017600,4,105,None,en
886258384151887873,5290,24527,None,en
886054160059072513,93,0,None,und
885984800019947520,5612,28611,None,en
885528943205470208,5327,31605,None,en
885518971528720385,3106,18006,None,en
885311592912609280,15438,0,None,en
885167619883638784,3669,19255,None,en
884925521741709313,15024,67287,None,en
884876753390489601,4673,24386,None,en
884562892145688576,3910,21319,None,en
884441805382717440,4790,23868,None,en
884247878851493888,16919,63305,None,en
884162670584377345,2505,17945,None,en
883838122936631299,2861,19174,None,en
883482846933004288,8271,40213,None,en
883360690899218434,3080,19950,None,en
883117836046086144,5533,32518,None,en
882992080364220416,3247,20984,None,en
882762694511734784,4097,24798,None,en
882627270321602560,5063,24600,None,en
882268110199369728,9631,39196,None,en
882045870035918850,4082,25723,None,en
881906580714921986,2855,21444,None,en
881666595344535552,8960,44555,None,en
881633300179243008,8,113,None,en
881536004380872706,13403,43442,None,en
881268444196462592,4493,20479,None,en
880935762899988482,2333,15051,None,en
880872448815771648,3200,18716,None,en
880465832366813184,5213,25030,None,en
880221127280381952,3467,23673,None,en
880095782870896641,3653,24339,None,en
879862464715927552,2928,19703,None,en
879674319642796034,9,281,None,en
879492040517615616,2628,20709,None,en
879415818425184262,37456,92866,None,en
879376492567855104,2649,14860,None,en
879130579576475649,5740,0,None,en
879050749262655488,3956,19813,None,en
879008229531029506,2241,16781,None,en
878776093423087618,3432,17136,None,en
878604707211726852,5928,26442,None,en
878404777348136964,1078,0,None,en
878316110768087041,5527,0,None,en
878281511006478336,1078,6779,None,en
878057613040115712,5740,37150,None,en
877736472329191424,15807,69292,None,en
877611172832227328,70,0,None,en
877556246731214848,3168,19908,None,en
877316821321428993,4347,24156,None,en
877201837425926144,4629,23865,None,en
876838120628539392,2804,18213,None,en
876537666061221889,3974,21050,None,en
876484053909872640,2000,16567,None,en
876120275196170240,3903,24687,None,en
875747767867523072,3582,22112,None,en
875144289856114688,4156,19420,None,en
875097192612077568,5115,24242,None,en
875021211251597312,3973,22547,None,en
874680097055178752,3919,24603,None,en
874434818259525634,12215,0,None,en
874296783580663808,3482,22965,None,en
874057562936811520,3377,20118,None,en
874012996292530176,8592,30127,None,en
873580283840344065,3343,21382,None,en
873337748698140672,1331,0,None,en
873213775632977920,1331,6322,None,en
872967104147763200,4562,24079,None,en
872820683541237760,3167,13071,None,en
872620804844003328,3067,18328,None,en
872486979161796608,7719,36100,None,en
872122724285648897,6829,30234,None,en
871879754684805121,9248,33091,None,en
871762521631449091,2970,17890,None,en
871515927908634625,2941,17894,None,en
871166179821445120,4894,0,None,en
871102520638267392,4682,18551,None,en
871032628920680449,3225,20161,None,en
870804317367881728,5284,29805,None,en
870726314365509632,3,105,None,en
870656317836468226,2208,10889,None,en
870374049280663552,22753,73968,None,en
870308999962521604,3549,19483,None,en
870063196459192321,7075,32427,None,en
869772420881756160,8697,38017,None,en
869702957897576449,5386,25063,None,en
869596645499047938,2640,14208,None,en
869227993411051520,3201,18136,None,en
868880397819494401,12263,57989,None,en
868639477480148993,1754,0,None,en
868622495443632128,4473,23644,None,en
868552278524837888,1754,8973,None,en
867900495410671616,3572,21609,None,en
867774946302451713,6256,30278,None,en
867421006826221569,2117,14350,None,en
867072653475098625,101,0,None,en
867051520902168576,6789,28723,None,en
866720684873056260,4131,17876,None,en
866686824827068416,2972,17134,None,en
866450705531457537,30211,108909,None,en
866334964761202691,12215,46621,None,en
866094527597207552,7170,0,None,en
865718153858494464,4851,22935,None,en
865359393868664832,4292,23616,None,en
865006731092295680,6675,25047,None,en
864873206498414592,7499,28869,None,en
864279568663928832,2584,13074,None,en
864197398364647424,7589,26643,None,en
863907417377173506,3592,18446,None,en
863553081350529029,3634,13690,None,en
863471782782697472,2092,0,None,en
863432100342583297,4557,21320,None,en
863427515083354112,80,1961,None,en
863079547188785154,953,7898,None,en
863062471531167744,2092,7529,None,en
862831371563274240,4460,17220,None,en
862722525377298433,3091,15340,None,en
862457590147678208,4256,18291,None,en
862096992088072192,20012,66322,None,en
861383897657036800,9272,32308,None,en
861288531465048066,3591,15356,None,en
861005113778896900,3339,14997,None,en
860981674716409858,1858,0,None,en
860924035999428608,679,0,None,en
860563773140209665,1858,6725,None,en
860524505164394496,4606,21267,None,en
860276583193509888,3074,16591,None,en
860184849394610176,5127,15023,None,en
860177593139703809,26766,0,None,in
859924526012018688,3584,17648,None,en
859851578198683649,3070,13979,None,en
859607811541651456,1365,16843,None,en
859196978902773760,26288,80601,None,en
859074603037188101,11977,30453,None,en
858860390427611136,7084,0,None,en
858843525470990336,3027,14128,None,en
858471635011153920,4265,19499,None,en
858107933456039936,2540,14245,None,en
857989990357356544,2267,14497,None,en
857746408056729600,9355,30830,None,en
857393404942143489,1444,5310,None,en
857263160327368704,3982,18258,None,en
857214891891077121,16,204,None,en
857062103051644929,148,0,None,en
857029823797047296,3493,17055,None,en
856543823941562368,2550,14845,None,en
856526610513747968,1654,10832,None,en
856288084350160898,15,488,None,en
856282028240666624,5585,25254,None,en
855862651834028034,21,303,None,en
855860136149123072,853,4409,None,en
855857698524602368,1862,10863,None,en
855851453814013952,16141,41916,None,en
855818117272018944,4817,24289,None,en
855459453768019968,7309,27116,None,en
855245323840757760,5269,0,None,en
855138241867124737,36,0,None,en
854732716440526848,5358,20706,None,en
854482394044301312,6032,26598,None,en
854365224396361728,4156,17212,None,en
854120357044912130,6601,29248,None,en
854010172552949760,2795,14844,None,en
853760880890318849,5118,26104,None,en
853639147608842240,8889,31575,None,en
853299958564483072,3172,14181,None,en
852936405516943360,1790,0,None,en
852912242202992640,1602,8259,None,en
852672615818899456,1914,13656,None,en
852553447878664193,3122,14914,None,en
852311364735569921,8888,30385,None,en
852226086759018497,6101,18365,None,en
852189679701164033,1419,10576,None,en
851591660324737024,3127,14975,None,en
851464819735769094,6320,22285,None,en
851224888060895234,5177,19065,None,en
850753642995093505,8092,28181,None,en
850380195714523136,2334,12090,None,en
850333567704068097,301,3192,None,en
850145622816686080,3401,15062,None,en
850019790995546112,4379,18800,None,en
849776966551130114,6829,27935,None,en
849668094696017920,4452,0,None,en
849412302885593088,2835,14687,None,en
849336543269576704,1695,10565,None,en
849051919805034497,7639,39059,None,en
848690551926992896,3931,23294,None,en
848324959059550208,4160,22856,None,en
848213670039564288,646,7547,None,en
848212111729840128,2722,15050,None,en
847978865427394560,2927,0,None,en
847971574464610304,396,0,None,en
847962785489326080,4585,21756,None,en
847842811428974592,1193,5020,None,en
847617282490613760,376,6473,None,en
847606175596138505,3095,17373,None,en
847251039262605312,3925,18994,None,en
847157206088847362,5263,18395,None,en
847116187444137987,2881,19895,None,en
846874817362120707,3555,18646,None,en
846514051647705089,10403,41244,None,en
846505985330044928,2765,13091,None,en
846153765933735936,8188,29133,None,en
846139713627017216,9176,28847,None,en
846042936437604353,2594,14836,None,en
845812042753855489,7882,27064,None,en
845677943972139009,4388,23471,None,en
845397057150107648,1622,7094,None,en
845306882940190720,4868,21654,None,en
845098359547420673,6953,0,None,en
844979544864018432,2317,12693,None,en
844973813909606400,2860,13948,None,en
844580511645339650,2821,15307,None,en
844223788422217728,1994,12711,None,en
843981021012017153,2701,14138,None,en
843856843873095681,4175,19986,None,en
843604394117681152,2484,15732,None,en
843235543001513987,5428,19999,None,en
842846295480000512,3318,14236,None,en
842765311967449089,1177,6301,None,en
842535590457499648,3188,16941,None,en
842163532590374912,5269,22770,None,en
842115215311396866,2763,13055,None,en
841833993020538882,13604,0,None,en
841680585030541313,7170,24065,None,en
841439858740625411,3336,11753,None,en
841320156043304961,5027,18441,None,en
841314665196081154,4243,14765,None,en
841077006473256960,4894,21360,None,en
840761248237133825,1622,0,None,en
840728873075638272,14617,0,None,en
840698636975636481,2,165,None,en
840696689258311684,891,11500,None,en
840632337062862849,1622,8439,None,en
840370681858686976,4186,15355,None,en
840268004936019968,5228,17928,None,en
839990271299457024,2072,12553,None,en
839549326359670784,7085,25618,None,en
839290600511926273,132,0,None,en
839239871831150596,5953,25268,None,en
838952994649550848,3667,18400,None,en
838921590096166913,1858,10435,None,en
838916489579200512,31,0,None,en
838831947270979586,10052,0,None,en
838561493054533637,1234,10259,None,en
838476387338051585,4353,21007,None,en
838201503651401729,9220,0,None,en
838150277551247360,304,1570,None,und
838085839343206401,1,133,None,en
838083903487373313,2849,16491,None,en
837820167694528512,7170,31879,None,en
837482249356513284,408,3614,None,en
837471256429613056,2065,12002,None,en
837110210464448512,2185,15078,None,en
836989968035819520,2119,11967,None,en
836753516572119041,4271,18158,None,en
836677758902222849,2026,11863,None,en
836648853927522308,508,0,None,en
836397794269200385,25135,0,None,en
836380477523124226,2749,13922,None,en
836260088725786625,3987,19982,None,en
836001077879255040,3902,17926,None,en
835685285446955009,7433,0,None,en
835574547218894849,3305,16683,None,en
835536468978302976,1547,0,None,en
835309094223372289,19204,0,None,en
835297930240217089,2747,15453,None,en
835264098648616962,1547,7248,None,en
835246439529840640,63,1992,None,en
835172783151792128,5305,24602,None,en
835152434251116546,2764,20980,None,en
834931633769889797,1495,10121,None,en
834786237630337024,5114,20251,None,en
834574053763584002,2317,12828,None,en
834477809192075265,9788,0,None,en
834458053273591808,1550,9045,None,en
834209720923721728,4338,19281,None,en
834167344700198914,3371,14857,None,en
834089966724603904,1969,9466,None,en
834086379323871233,2044,12260,None,en
833863086058651648,2215,12646,None,en
833826103416520705,3492,17097,None,en
833732339549220864,205,0,None,en
833722901757046785,3002,19716,None,en
833479644947025920,1894,14032,None,en
833124694597443584,4452,19008,None,en
832998151111966721,2024,12452,None,en
832769181346996225,38,0,None,en
832757312314028032,3325,15871,None,en
832682457690300417,2668,11159,None,en
832645525019123713,485,2742,None,en
832636094638288896,2567,14922,None,en
832397543355072512,2038,11257,None,en
832369877331693569,2927,16101,None,en
832273440279240704,2149,10667,None,en
832215909146226688,5734,0,None,en
832215726631055365,8602,0,None,en
832088576586297345,2,59,None,en
832040443403784192,8838,0,None,en
832032802820481025,4308,16798,None,en
831939777352105988,5663,22501,None,en
831926988323639298,34,319,None,en
831911600680497154,5992,25888,None,en
831670449226514432,1690,9801,None,en
831650051525054464,1790,6691,None,en
831552930092285952,2163,8467,None,en
831322785565769729,1447,8757,None,en
831315979191906304,1039,6182,None,en
831309418084069378,2273,11108,None,en
831262627380748289,1894,11179,None,en
830956169170665475,1379,7519,None,en
830583320585068544,15438,62519,None,en
830173239259324417,5252,0,None,en
830097400375152640,2703,9181,None,en
829878982036299777,4615,0,None,en
829861396166877184,1796,11537,None,en
829501995190984704,9788,29925,None,en
829449946868879360,1863,9893,None,en
829141528400556032,6778,22932,None,en
829011960981237760,15129,50318,None,en
828801551087042563,3168,0,None,en
828770345708580865,5403,24115,None,en
828708714936930305,10345,34299,None,en
828650029636317184,1241,8962,None,en
828409743546925057,1081,6047,None,en
828408677031882754,1189,7264,None,en
828381636999917570,2064,11883,None,en
828376505180889089,995,6989,None,en
828372645993398273,2728,11879,None,en
828361771580813312,165,2072,None,en
828046555563323392,2658,11066,None,en
828011680017821696,1997,9783,None,en
827933404142436356,4839,18873,None,en
827653905312006145,2796,14604,None,en
827600520311402496,865,7064,None,en
827324948884643840,2812,14957,None,en
827199976799354881,2062,10009,None,en
826958653328592898,4615,20334,None,en
826848821049180160,9351,34056,None,en
